Industry,State,Country,Stage,Account Name,Amount,CloseDate (Epoch days),CloseDate (Epoch seconds),AccountType,CloseDate,Name
Media,,Yemen,Closed Won,Mann440 Inc,58428,18952,1637452800,Partner,11/21/2021,Opportunity for Jordan57
Energy,,Peru,Closed Lost,McGuire151 Inc,50547,18549,1602633600,Partner,10/14/2020,Opportunity for Moss58
Utilities,Lisboa,Portugal,Perception Analysis,Cannon212 Inc,31404,19064,1647129600,Partner,3/13/2022,Opportunity for Bowen59
Media,Bretagne,France,Closed Lost,Cross242 Inc,2532,18753,1620259200,Partner,5/6/2021,Opportunity for Cooper60
Electronics,,Iran,Value Proposition,Kim800 Inc,66908,19158,1655251200,Partner,6/15/2022,Opportunity for Bennett62
Telecommunications,Bragan‡a,Portugal,Closed Won,Black598 Inc,1532,19161,1655510400,Partner,6/18/2022,Opportunity for Black67
Media,,China,Closed Won,Ellis805 Inc,37182,18068,1561075200,Customer,6/21/2019,Opportunity for Lowe69
Insurance,,,Qualification,Myers320 Inc,82016,18276,1579046400,Partner,1/15/2020,Opportunity for Schwartz75
Apparel,,China,Closed Lost,Bradley791 Inc,39701,19015,1642896000,Customer,1/23/2022,Opportunity for Morales81
Biotechnology,,Yemen,Closed Lost,Maldonado464 Inc,75501,18361,1586390400,Partner,4/9/2020,Opportunity for Willis82
Telecommunications,,Brazil,Closed Lost,Goodman21 Inc,18249,19174,1656633600,Partner,7/1/2022,Opportunity for Thompson83
Banking,?le-de-France,France,Closed Won,Castillo620 Inc,25847,19107,1650844800,Partner,4/25/2022,Opportunity for Saunders86
Media,,China,Value Proposition,Floyd832 Inc,70918,17961,1551830400,Customer,3/6/2019,Opportunity for Adams87
Biotechnology,,Thailand,Closed Won,Bush454 Inc,13713,18159,1568937600,Partner,9/20/2019,Opportunity for Peters89
Healthcare,,Malta,Closed Lost,Diaz190 Inc,762,18579,1605225600,Customer,11/13/2020,Opportunity for Becker94
Healthcare,Sor-Trondelag,Norway,Closed Won,Payne750 Inc,83003,18230,1575072000,Partner,11/30/2019,Opportunity for Graham101
Biotechnology,,Brazil,Closed Lost,Edwards434 Inc,88877,18077,1561852800,Customer,6/30/2019,Opportunity for Hughes209
Utilities,,Ireland,Closed Won,McCarthy602 Inc,37488,19082,1648684800,Customer,3/31/2022,Opportunity for Aguilar210
Insurance,,China,Closed Won,Walton636 Inc,29553,17948,1550707200,Customer,2/21/2019,Opportunity for Lopez212
Education,,Egypt,Closed Won,Bass661 Inc,42225,18789,1623369600,Customer,6/11/2021,Opportunity for Guzman213
Apparel,,Poland,Closed Won,Becker755 Inc,66335,18728,1618099200,Customer,4/11/2021,Opportunity for Cain216
Communications,,China,Closed Won,Banks379 Inc,40489,18109,1564617600,Customer,8/1/2019,Opportunity for Johnson217
Banking,,Pakistan,Closed Won,Stone207 Inc,31418,18336,1584230400,Customer,3/15/2020,Opportunity for Santos218
Biotechnology,,China,Closed Won,Lee192 Inc,32597,17909,1547337600,Partner,1/13/2019,Opportunity for Becker221
Finance,,Croatia,Closed Won,Cox450 Inc,29642,18502,1598572800,Partner,8/28/2020,Opportunity for McCoy227
Energy,,Thailand,Closed Lost,Collins451 Inc,90924,19086,1649030400,Partner,4/4/2022,Opportunity for Lee231
Insurance,,Serbia,Needs Analysis,Gordon406 Inc,73520,18952,1637452800,Partner,11/21/2021,Opportunity for Burns308
Finance,,Cameroon,Closed Won,Fleming816 Inc,36724,18802,1624492800,Partner,6/24/2021,Opportunity for Smith309
Manufacturing,,China,Needs Analysis,Ramirez137 Inc,73114,18120,1565568000,Partner,8/12/2019,Opportunity for Pope310
Energy,,Russia,Closed Lost,Rodriguez768 Inc,60376,18154,1568505600,Partner,9/15/2019,Opportunity for Tyler313
Media,Missouri,United States,Qualification,Hart717 Inc,27021,18092,1563148800,Partner,7/15/2019,Opportunity for Olson321
Insurance,,China,Closed Lost,Rose673 Inc,29291,18219,1574121600,Partner,11/19/2019,Opportunity for Holland322
Education,,China,Closed Won,Daniel415 Inc,14600,18476,1596326400,Customer,8/2/2020,Opportunity for Martin324
Telecommunications,,Philippines,Closed Won,Nelson829 Inc,20642,18243,1576195200,Partner,12/13/2019,Opportunity for Klein103
Retail,,Brazil,Closed Lost,Arnold813 Inc,7628,17981,1553558400,Partner,3/26/2019,Opportunity for Swanson105
Consulting,,,Closed Won,James431 Inc,39369,18268,1578355200,Partner,1/7/2020,Opportunity for Ramirez108
Finance,,Philippines,Closed Won,Glover937 Inc,83721,18302,1581292800,Partner,2/10/2020,Opportunity for Jones110
Apparel,,,Closed Won,Moreno366 Inc,82675,18778,1622419200,Partner,5/31/2021,Opportunity for Adkins111
Telecommunications,,Indonesia,Closed Won,Ramirez137 Inc,25584,18375,1587600000,Partner,4/23/2020,Opportunity for Lynch113
Energy,,China,Closed Won,Freeman751 Inc,48918,18203,1572739200,Partner,11/3/2019,Opportunity for Carroll233
Technology,,Japan,Closed Won,Gray676 Inc,26530,18030,1557792000,Partner,5/14/2019,Opportunity for Murphy234
Communications,,China,Closed Won,Obrien994 Inc,61278,18140,1567296000,Partner,9/1/2019,Opportunity for Butler235
Apparel,,China,Closed Won,Bush454 Inc,30709,19333,1670371200,Partner,12/7/2022,Opportunity for Willis238
Healthcare,,Guatemala,Closed Lost,Lambert452 Inc,31352,18546,1602374400,Customer,10/11/2020,Opportunity for Padilla247
Agriculture,,Iraq,Closed Won,Myers581 Inc,91114,18868,1630195200,Partner,8/29/2021,Opportunity for Barnett252
Education,Languedoc-Roussillon,France,Closed Lost,Davidson606 Inc,4158,18274,1578873600,Partner,1/13/2020,Opportunity for Cooper256
Insurance,,Czech Republic,Closed Won,Bush454 Inc,73060,18558,1603411200,Partner,10/23/2020,Opportunity for Campbell329
Healthcare,,Senegal,Closed Lost,Reed186 Inc,26848,18157,1568764800,Customer,9/18/2019,Opportunity for Reynolds330
Technology,,China,Value Proposition,Pratt392 Inc,33742,19011,1642550400,Partner,1/19/2022,Opportunity for Fletcher332
Technology,,,Qualification,Keller1 Inc,45427,18059,1560297600,Customer,6/12/2019,Opportunity for Shaw336
Retail,,Indonesia,Closed Won,Holloway471 Inc,82312,19042,1645228800,Customer,2/19/2022,Opportunity for Roy337
Communications,,China,Closed Won,Walsh54 Inc,32418,19290,1666656000,Customer,10/25/2022,Opportunity for Brooks342
Transportation,,Argentina,Closed Lost,Russell560 Inc,18284,18002,1555372800,Partner,4/16/2019,Opportunity for Gomez345
Electronics,,Poland,Closed Lost,West49 Inc,78897,18797,1624060800,Partner,6/19/2021,Opportunity for Lamb346
Banking,,Russia,Qualification,Simmons663 Inc,27664,19099,1650153600,Customer,4/17/2022,Opportunity for Christensen684
Engineering,,Indonesia,Closed Lost,Marsh836 Inc,17033,17994,1554681600,Customer,4/8/2019,Opportunity for Murray689
Manufacturing,,Indonesia,Closed Lost,Schmidt289 Inc,97274,18896,1632614400,Partner,9/26/2021,Opportunity for Gomez694
Media,Basse-Normandie,,Closed Lost,Stokes935 Inc,5816,18640,1610496000,Partner,1/13/2021,Opportunity for McKenzie695
Energy,,Kyrgyzstan,Negotiation/Review,Fletcher429 Inc,81834,18499,1598313600,Partner,8/25/2020,Opportunity for Malone696
Technology,,Pakistan,Closed Lost,Weaver350 Inc,47886,19075,1648080000,Partner,3/24/2022,Opportunity for Ingram699
Telecommunications,,China,Negotiation/Review,Ellis327 Inc,57882,19128,1652659200,Customer,5/16/2022,Opportunity for Swanson1068
Biotechnology,Tamaulipas,Mexico,Closed Won,Glover254 Inc,29766,18328,1583539200,Partner,3/7/2020,Opportunity for Ramsey1069
Biotechnology,,Indonesia,Closed Won,Jackson589 Inc,6684,19072,1647820800,Customer,3/21/2022,Opportunity for Graham1073
Education,Vest-Agder,Norway,Closed Lost,Thomas208 Inc,51812,17985,1553904000,Partner,3/30/2019,Opportunity for Vaughn1076
Engineering,Ohio,United States,Value Proposition,Webb165 Inc,22,18463,1595203200,Partner,7/20/2020,Opportunity for Weber1078
Banking,,Tunisia,Closed Won,Johnson960 Inc,92115,18773,1621987200,Partner,5/26/2021,Opportunity for Bowman1081
Consulting,Bayern,Germany,Closed Won,Hill331 Inc,57499,18012,1556236800,Customer,4/26/2019,Opportunity for Maxwell1082
Banking,,Poland,Closed Won,Fleming710 Inc,37844,18223,1574467200,Partner,11/23/2019,Opportunity for Soto1087
Agriculture,,Madagascar,Needs Analysis,Allison992 Inc,94785,18491,1597622400,Partner,8/17/2020,Opportunity for Alvarez1088
Retail,,China,Closed Lost,Owens588 Inc,76832,18988,1640563200,Customer,12/27/2021,Opportunity for Chandler1451
Utilities,Guerrero,Mexico,Prospecting,Ingram644 Inc,84596,18350,1585440000,Partner,3/29/2020,Opportunity for Grant1452
Consulting,Provincie Overijssel,Netherlands,Value Proposition,Fleming762 Inc,53512,18911,1633910400,Partner,10/11/2021,Opportunity for Bates1455
Manufacturing,,Dominican Republic,Closed Lost,Harris13 Inc,52071,18497,1598140800,Partner,8/23/2020,Opportunity for Paul1460
Biotechnology,,Argentina,Value Proposition,Graham705 Inc,667,19226,1661126400,Partner,8/22/2022,Opportunity for Cruz1461
Banking,,Poland,Prospecting,Myers581 Inc,88479,18203,1572739200,Partner,11/3/2019,Opportunity for Jacobs1464
Education,Ontario,Canada,Needs Analysis,Bass271 Inc,21757,18535,1601424000,Partner,9/30/2020,Opportunity for Lee1827
Apparel,,Nigeria,Qualification,Gordon406 Inc,77984,17900,1546560000,Partner,1/4/2019,Opportunity for Cross1834
Finance,,Peru,Closed Won,Wagner421 Inc,12384,18063,1560643200,Partner,6/16/2019,Opportunity for McGee1836
Electronics,,China,Qualification,Salazar150 Inc,3628,19300,1667520000,Partner,11/4/2022,Opportunity for Ramirez1837
Agriculture,,Moldova,Closed Won,Arnold813 Inc,73146,18406,1590278400,Partner,5/24/2020,Opportunity for Lawson1843
Consulting,,Vietnam,Value Proposition,Robertson5 Inc,94725,18433,1592611200,Partner,6/20/2020,Opportunity for Medina1844
Apparel,Sarawak,Malaysia,Closed Won,Martinez181 Inc,35526,17949,1550793600,Customer,2/22/2019,Opportunity for Gordon1846
Communications,,Botswana,Closed Won,McCarthy602 Inc,95388,19127,1652572800,Partner,5/15/2022,Opportunity for Roberts1847
Insurance,,Russia,Closed Won,Walsh951 Inc,77438,18290,1580256000,Customer,1/29/2020,Opportunity for Chavez1849
Banking,,China,Closed Won,Graves33 Inc,43625,18275,1578960000,Customer,1/14/2020,Opportunity for Ramos1851
Transportation,,Colombia,Prospecting,Bryant456 Inc,99981,18972,1639180800,Partner,12/11/2021,Opportunity for Adams708
Energy,,China,Value Proposition,Underwood142 Inc,39630,18304,1581465600,Customer,2/12/2020,Opportunity for Luna711
Engineering,,Philippines,Prospecting,Joseph730 Inc,7842,18710,1616544000,Partner,3/24/2021,Opportunity for Morgan713
Engineering,,Iran,Closed Won,Hall230 Inc,27240,18735,1618704000,Partner,4/18/2021,Opportunity for Massey714
Banking,,Russia,Closed Won,Herrera637 Inc,36363,18968,1638835200,Customer,12/7/2021,Opportunity for Quinn715
Agriculture,,Poland,Value Proposition,Norris77 Inc,39940,18349,1585353600,Partner,3/28/2020,Opportunity for Freeman717
Biotechnology,,Moldova,Closed Won,Obrien994 Inc,7235,18137,1567036800,Partner,8/29/2019,Opportunity for Maldonado720
Apparel,,Philippines,Closed Won,Evans281 Inc,49176,18917,1634428800,Partner,10/17/2021,Opportunity for Reeves721
Banking,,China,Value Proposition,Warner699 Inc,12462,19054,1646265600,Partner,3/3/2022,Opportunity for Joseph722
Manufacturing,,Japan,Perception Analysis,Mendoza936 Inc,31333,18870,1630368000,Partner,8/31/2021,Opportunity for Silva728
Transportation,,Brazil,Prospecting,West416 Inc,73580,18871,1630454400,Partner,9/1/2021,Opportunity for Simpson729
Engineering,California,United States,Closed Won,Dean902 Inc,30873,18869,1630281600,Partner,8/30/2021,Opportunity for Moss732
Electronics,,Indonesia,Closed Won,McKenzie887 Inc,95019,18601,1607126400,Partner,12/5/2020,Opportunity for Pope1093
Retail,,Taiwan,Closed Won,Myers320 Inc,14718,18161,1569110400,Partner,9/22/2019,Opportunity for Miles1094
Apparel,,Brazil,Closed Won,Becker488 Inc,96210,18290,1580256000,Customer,1/29/2020,Opportunity for Morton1098
Utilities,Stockholm,Sweden,Closed Lost,Klein591 Inc,8008,19106,1650758400,Partner,4/24/2022,Opportunity for Mills1099
Communications,,Turkmenistan,Closed Won,Banks379 Inc,46208,18068,1561075200,Partner,6/21/2019,Opportunity for Keller1100
Banking,,China,Closed Won,Fowler307 Inc,92610,18652,1611532800,Customer,1/25/2021,Opportunity for Todd1101
Apparel,,Iran,Closed Won,Armstrong378 Inc,10154,19268,1664755200,Customer,10/3/2022,Opportunity for Montgomery1103
Manufacturing,,China,Closed Won,Sharp764 Inc,57427,17909,1547337600,Partner,1/13/2019,Opportunity for Luna1104
Telecommunications,,Poland,Closed Won,Lopez275 Inc,35656,19185,1657584000,Partner,7/12/2022,Opportunity for Myers1105
Finance,,Macedonia,Closed Won,Pittman399 Inc,39806,18102,1564012800,Partner,7/25/2019,Opportunity for Parsons1107
Media,Porto,Portugal,Needs Analysis,Brown495 Inc,78215,18077,1561852800,Partner,6/30/2019,Opportunity for Gardner1110
Technology,,China,Qualification,Rowe333 Inc,30600,18399,1589673600,Partner,5/17/2020,Opportunity for Harrington1112
Consulting,Nord-Pas-de-Calais,France,Closed Won,Medina510 Inc,78765,19306,1668038400,Partner,11/10/2022,Opportunity for Rodriquez1114
Telecommunications,,Argentina,Value Proposition,Cohen950 Inc,78679,18123,1565827200,Partner,8/15/2019,Opportunity for Tyler1115
Communications,,Afghanistan,Closed Won,Butler152 Inc,2285,18469,1595721600,Partner,7/26/2020,Opportunity for West1117
Energy,,Macedonia,Closed Won,King818 Inc,66109,17920,1548288000,Customer,1/24/2019,Opportunity for Rodriquez1469
Transportation,,Pakistan,Closed Won,Bailey893 Inc,57879,19196,1658534400,Partner,7/23/2022,Opportunity for Martin1471
Energy,,China,Closed Won,Mann440 Inc,21427,18631,1609718400,Partner,1/4/2021,Opportunity for Simpson1472
Energy,,Philippines,Closed Won,Beck370 Inc,97874,18080,1562112000,Partner,7/3/2019,Opportunity for Santos1475
Healthcare,,China,Closed Won,Myers581 Inc,15164,18605,1607472000,Partner,12/9/2020,Opportunity for Harmon1481
Education,,Azerbaijan,Closed Won,Fletcher234 Inc,92293,19135,1653264000,Partner,5/23/2022,Opportunity for Reed1483
Media,,China,Closed Lost,Brady564 Inc,74531,18437,1592956800,Customer,6/24/2020,Opportunity for Wheeler1484
Energy,,Cameroon,Prospecting,Nichols134 Inc,98125,18534,1601337600,Partner,9/29/2020,Opportunity for Klein1486
Healthcare,,,Closed Lost,Fleming710 Inc,562,19068,1647475200,Partner,3/17/2022,Opportunity for Stone1492
Agriculture,,Brazil,Closed Lost,Hines651 Inc,6527,18677,1613692800,Partner,2/19/2021,Opportunity for Barnes1852
Telecommunications,,,Closed Won,Cummings220 Inc,73598,18756,1620518400,Partner,5/9/2021,Opportunity for Johnston1857
Agriculture,,Brazil,Negotiation/Review,Morales41 Inc,6230,19275,1665360000,Partner,10/10/2022,Opportunity for Smith1859
Biotechnology,Ontario,Canada,Closed Won,Morris541 Inc,9024,19126,1652486400,Customer,5/14/2022,Opportunity for Thornton1860
Telecommunications,,Ukraine,Closed Won,Vaughn229 Inc,70461,18648,1611187200,Customer,1/21/2021,Opportunity for Ramsey1863
Biotechnology,,Indonesia,Needs Analysis,Medina110 Inc,79115,18582,1605484800,Customer,11/16/2020,Opportunity for Mathis1864
Biotechnology,Ontario,Canada,Closed Won,Shaw160 Inc,33185,19075,1648080000,Partner,3/24/2022,Opportunity for Price1866
Electronics,,,Closed Won,Carr43 Inc,45949,18465,1595376000,Partner,7/22/2020,Opportunity for Foster1871
Banking,Pays de la Loire,France,Closed Won,Mendez595 Inc,52092,18430,1592352000,Partner,6/17/2020,Opportunity for McDaniel1873
Biotechnology,,Brazil,Proposal/Price Quote,Lynch943 Inc,87502,18595,1606608000,Customer,11/29/2020,Opportunity for Gibbs1874
Education,,Laos,Needs Analysis,Moran300 Inc,29802,18473,1596067200,Partner,7/30/2020,Opportunity for Medina1876
Insurance,,,Closed Won,Graham11 Inc,67835,18359,1586217600,Partner,4/7/2020,Opportunity for Kim733
Insurance,,Indonesia,Qualification,Doyle59 Inc,39779,18773,1621987200,Partner,5/26/2021,Opportunity for Curry734
Communications,,China,Closed Lost,Benson346 Inc,26709,18822,1626220800,Partner,7/14/2021,Opportunity for Schultz736
Telecommunications,,,Perception Analysis,Summers987 Inc,68019,19151,1654646400,Partner,6/8/2022,Opportunity for Garner740
Utilities,,China,Closed Won,Cobb132 Inc,55589,19107,1650844800,Partner,4/25/2022,Opportunity for Freeman746
Banking,,Afghanistan,Closed Won,Erickson874 Inc,67743,18298,1580947200,Partner,2/6/2020,Opportunity for Hopkins747
Retail,,Poland,Closed Won,Griffith580 Inc,78483,18025,1557360000,Partner,5/9/2019,Opportunity for Clayton750
Utilities,,China,Closed Won,Becker755 Inc,5991,18113,1564963200,Customer,8/5/2019,Opportunity for Andrews1118
Communications,,Indonesia,Closed Won,Cruz129 Inc,745,18652,1611532800,Customer,1/25/2021,Opportunity for Hale1120
Apparel,Alsace,France,Value Proposition,Harrison279 Inc,41899,19070,1647648000,Partner,3/19/2022,Opportunity for Estrada1122
Technology,,Philippines,Closed Won,Gutierrez801 Inc,47624,17958,1551571200,Customer,3/3/2019,Opportunity for Miles1126
Biotechnology,,Poland,Closed Won,Duncan773 Inc,31720,18276,1579046400,Partner,1/15/2020,Opportunity for Alvarado1128
Telecommunications,,Botswana,Closed Won,Martin56 Inc,62132,19132,1653004800,Partner,5/20/2022,Opportunity for Wilkins1129
Transportation,Hamburg,Germany,Closed Won,Higgins494 Inc,43216,17989,1554249600,Customer,4/3/2019,Opportunity for Harris1133
Retail,,Indonesia,Closed Won,Park905 Inc,94453,18004,1555545600,Partner,4/18/2019,Opportunity for Moran1134
Telecommunications,,,Closed Won,Grant712 Inc,32049,18804,1624665600,Partner,6/26/2021,Opportunity for Howell1136
Manufacturing,,Japan,Closed Lost,Perez590 Inc,1779,18722,1617580800,Partner,4/5/2021,Opportunity for Obrien1138
Technology,,China,Closed Won,Owens400 Inc,43640,18796,1623974400,Partner,6/18/2021,Opportunity for Young1496
Transportation,Lisboa,Portugal,Closed Won,Higgins666 Inc,75085,19113,1651363200,Partner,5/1/2022,Opportunity for Malone1500
Retail,,Uganda,Closed Won,Rios830 Inc,8027,18142,1567468800,Partner,9/3/2019,Opportunity for McDonald1503
Banking,,Indonesia,Closed Won,Young486 Inc,34350,18036,1558310400,Partner,5/20/2019,Opportunity for Oliver1504
Telecommunications,Liguria,Italy,Closed Won,Tran798 Inc,17354,18129,1566345600,Partner,8/21/2019,Opportunity for Norris1506
Apparel,,Egypt,Perception Analysis,Benson689 Inc,56694,18991,1640822400,Partner,12/30/2021,Opportunity for Hardy1507
Media,,Ukraine,Qualification,Hawkins276 Inc,20083,18697,1615420800,Partner,3/11/2021,Opportunity for Nguyen1510
Manufacturing,Stockholm,,Closed Won,Sims952 Inc,14806,18480,1596672000,Partner,8/6/2020,Opportunity for Garrett1512
Finance,,,Closed Won,Tate321 Inc,44107,19028,1644019200,Partner,2/5/2022,Opportunity for Kennedy1514
Banking,,Philippines,Closed Won,Rivera395 Inc,7789,17921,1548374400,Partner,1/25/2019,Opportunity for Bell1517
